,train-logloss-mean,train-logloss-std,train-auc-mean,train-auc-std,test-logloss-mean,test-logloss-std,test-auc-mean,test-auc-std
0,0.6635106000000001,0.0012430203699055078,0.6465047,0.004077324467098478,0.6635339,0.00108562677288284,0.6431254999999999,0.01375802123308435
1,0.6577997999999999,0.009400793538845539,0.6702611999999999,0.0252483165846755,0.6582473999999999,0.008856157498599491,0.6637828,0.0284370655863083
2,0.6561298,0.009379439042927894,0.6766978,0.023110757563524407,0.6566333,0.009140827413861394,0.6690525,0.028466722818933678
3,0.6487893,0.009938955730357198,0.6915007999999999,0.027451706550959635,0.6492987,0.00987662181163176,0.6849471,0.030791534961576685
4,0.6477512000000001,0.009591874986674923,0.6957880000000001,0.025444534568350836,0.6482260999999999,0.009565546335155148,0.6859214,0.031431958301066786
5,0.6388470999999999,0.008904584397376413,0.7203649000000001,0.021102220226554357,0.6392318,0.009023440284060198,0.7115178999999999,0.027866325783820138
6,0.6371561000000001,0.011356624044582968,0.7229355,0.022077706480746605,0.6374254,0.011072586673402001,0.7138145,0.033430556409518516
7,0.6338156,0.011036918883456572,0.7272741,0.02254707351941712,0.6342382999999999,0.010806235385646568,0.7174478000000001,0.02816098107594976
8,0.6292756,0.013565386136782093,0.7292050999999999,0.022849528622927887,0.6297925,0.013470972973397267,0.7163069,0.02632383713462002
9,0.6284815,0.012656471880030386,0.7307688,0.0228933986022172,0.6289205,0.012658240179819624,0.7168321,0.028719475825474256
10,0.6266444999999999,0.012989484610637952,0.7315558,0.02211096753106928,0.6271005,0.013048836693360832,0.7175366000000001,0.02836500727727742
11,0.6223905999999999,0.009183172743665447,0.7389931,0.01559983089940401,0.6227832,0.009443932621530097,0.7252744,0.023489419704198735
12,0.6195029,0.009585900285836491,0.7403576000000001,0.015282038752731908,0.6197832,0.009735463941692748,0.7264981,0.022912909424383454
13,0.618548,0.010586368858111839,0.7418674999999999,0.01612781623314204,0.6188485,0.01053769140039696,0.7274417,0.022936752996228566
14,0.6166847,0.010707621146174346,0.7421358,0.016283299375740787,0.6168268,0.010659155996606863,0.7279078,0.023711394795751677
15,0.6148685,0.010656558846550791,0.7430530000000001,0.01573547110829543,0.6149302000000001,0.01091934195636348,0.7279973999999999,0.021539036910688474
16,0.6129183,0.008348631217750592,0.7441646000000001,0.015466063643991656,0.6129889,0.008727873961624335,0.7282299,0.021216595501870692
17,0.6107547,0.007153647853368232,0.7450372000000001,0.015218811509444489,0.6108595,0.007300078290676041,0.7291961,0.021308929224388515
18,0.607605,0.007115365682802253,0.7461103,0.014719377460001496,0.6078951,0.007006636660338538,0.7289589000000001,0.020734929965881235
19,0.6055096,0.007183143548614337,0.7477917,0.015454078232298432,0.6057747000000001,0.007261861291018994,0.7299937000000001,0.022783613150903
20,0.6018658,0.006424252202396787,0.749594,0.015498373463044453,0.6021221999999999,0.0066065272238900056,0.7321211999999999,0.02331453250571411
21,0.5996599,0.0062668580875906345,0.7523770000000001,0.014863128055695406,0.5998303,0.006864502080267728,0.7356136999999999,0.023397904936339923
22,0.5982649,0.007798956294915361,0.7542582,0.014184678260714966,0.5984318,0.007911803496043108,0.737646,0.020787642660965683
23,0.5960235,0.007097237902874609,0.754728,0.014091831974587266,0.5962828,0.0070397260287599385,0.7376416000000001,0.02092587065906698
24,0.5931500000000001,0.006696686777802875,0.7552951000000001,0.014257756383456704,0.593405,0.005777165412206937,0.7384862999999999,0.02097096327329768
